"@xdjio Have a 3ware 9650SE, not fast enough for 3x X25-M SSD RAID5. 800Mhz IOP on the HPT. Might try an Adaptec 5405 (1.2Ghz).",sadness
@AlexanderGWhite daaammmnnnnn I do wish I was there.,sadness
@yuki_hime I played up until the latter parts of the voodoo village part co-op until I lost my usual partner,sadness
is a bad friend,sadness
"@moggy99 No internet last night; ER was brill, there was a massive explosion at the end of a nearby gas works ER on standby",sadness
@lenje - Still a pity it comes with no lamb though,sadness
@bloomsday16  I'm sorry to hear that. Here is my optimist: Things will get better. For all of us.,sadness
Had to cancel wow for now,sadness
@fairyfroggie But yeah...I'm sad about my &quot;Ravenclaw&quot; account. I love that account to bits.,sadness
Up late with nothin 2 do.....,sadness
sometimes i wish things could go back to the way they were the beginning of last summer,sadness
"@kateisbored I feel the same way, but I guess no matter where you are there will always be memes.",sadness
Cute Malay girl came to seemy room for rent - sadly think it was for her guyfreind   bit misleading and disappointing LOL,sadness
"Everytime I send an email to my coach, I feel a need to practice.   shitty balls.  Lol",sadness
It's pissing me off and not letting me follow ericka,sadness
Is going to sleep not peaceful  wanted to hear him say Good Night but that didn't happen  Good Night everyone....,sadness
my mums trying to make me feel ebtter about stopping voting adn not winning shortstack. i almost cried.,sadness
I haven't seen Muffin in two whole days!,sadness
@YumiFujii i'll miss y'all back... give @LesleyBoudy my regards...,sadness
Just found mj mouse flats at DJs. Of course there are none left in my size,sadness
@xoshayzers i knoww  things won't be the samee &lt;/3,sadness
Going to sleep. Gonna fall asleep playing apps again. Tmrw is going to suck,sadness
I can't believe the Metal Gear Solid song was stolen    I'm so disappointed  http://bit.ly/YKkSu,sadness
@MacZombieRawr  I wish I had Left 4 Dead. But first I'd need something to play it on...,sadness
my teeth and head hurts,sadness
I HATE rob zombie movies. &amp; the smell of weed. Vommmm.,sadness
no more arrested development. i am sad.,sadness
omg i keep losing followers this is so sad  i want 90 one day....thats my goal ;D,sadness
I feel so deflated. No more doggy.,sadness
"I just had to empty my trash on the mac. that was one of THE MOST DIFFICULT things I have ever done in my life. 8,000 pictures are GONE.",sadness
im contacting PAWS Philippines so i can find &quot;tiger&quot; a new owner. im so sad. i love my dog soo much,sadness
just got home! not wanting to read the last chaper of breaking dawn cause i dont want it to be over,sadness
Fuuudge. Movie store is closed,sadness
ALO is so sad and quiet and empty tonight,sadness
@Mona26 Aw where are you headed to? i just cancelled my trip to Aussie,sadness
Sad that Christian Lacroix had to file bankruptcy,sadness
I dont feel good AT ALL. fuckkk,sadness
Have to go to the dreaded DMV tomorrow,sadness
Taylor Swift and Joe Jonas looked really good together. I'm kinda sad they broke up.,sadness
God I just want to sleep.,sadness
Found my book. Starting a real paper-bound journal tonight. Have an annoying zit above my lip. Makes me look like I have herpes,sadness
@RealBlackWidow But but I dun wanna,sadness
@imjustlalayone damn girl I'm so down but ya gotta let me know so I can get my kit together &amp; I got a flyer  Any next weekend? I&quot;M DOWN!,sadness
"@JustinOdom dbl booooooo for being sick, flippin blows! ... bahaha i kno i dont have many friends on here either. i feel so lame  haha",sadness
feels sick to my stomach and idkk whyy,sadness
"@hello_jodie Um, I was thrown from @JareWolf's van yesterday and had to be taken to the ER",sadness
@judyrey  The link doesn't work,sadness
my stupid tooooth hurts,sadness
@turnitgrey my computers broken and I broke my laptop so I had to use the phone  ahh still on he cause they fucked up my order.,sadness
I'm awake. Anybody else awake? Wish I lived in the US since all the fun happens when I'm asleep!,sadness
@Penguin_J heehee. i love you! i am tired.,sadness
"Morning everyone sorry for going early last night had bad news, felt totally crap   Today is a new day",sadness
going shopping with my mammyy.... my makeup and face are being generally quite nice to me today,happiness
likes heavenly blushhhh,happiness
@SherriEShepherd Hey Sherri! Thanx 4 da messages Wondering if u could follow me? Plzzzz,happiness
"@f2point4 oh, that is very nice!! I will do something nice next week ~ going to Madrid next weekend for few days",happiness
@rudedoodle thankyou,happiness
Almost ready to leave the house to head to WTHR!,happiness
"Good morning, to all the mommies happy mothers day.  Now I am off the pull the cats tail.  I know she likes it",happiness
@AndreaKoeln I listen it right now - so much fun!!!  No I just have to get it somehow,happiness
@itsonlywords You're welcome!,happiness
finally home  crazy party 2nite! thanks @jacksterlope 4 driving me home!,happiness
is very shocked and feeling sick... but happy all the same,happiness
like why the fuck am i still up...maybe because im drunk as hell and had a great time tonight..shit was crazy,happiness
I wish  I could choose what bands played trash on june 20th...hmmm!!!,happiness
My Rishloves make me smile: @rishlooband ...,happiness
@ROAR_Fear_Me Doing very well thank you very much - spending a lot of time behind the PC but with a focus and determination,happiness
Hoedown throwdown- all I can say is... I'm getting there!,happiness
Good morning! Driving to work,happiness
Good morning everybody !!,happiness
@decadentdecay Chica! Two more days!  I want the US Elle too.,happiness
"@LucyKD lmao, im only joking mate",happiness
"Oh, I've just watched the third episode of JONAS, it's awesome.",happiness
Off to have a sumptuous Mexican meal!,happiness
@davidleibrandt good to know you had fun,happiness
early morning golf on a sunny day,happiness
@ManBag79 awww I love me some charlies  we are enjoying some lucky food LOL,happiness
couldn't resist ? http://blip.fm/~5z7v3,happiness
Happy Mothers Day!!!!,happiness
"&quot;Viewers of my LinkedIn profiel also viewed Barack Obama, Francisco van Jole and Erwin Blom.&quot; I'm in good company.",happiness
"@MissxMarisa hahaha, it's *massive* compared to the others!! you're so sweet Scenie",happiness
"@Swedish_em I'm ok I guess. talking to - biiip - right now, or..on sms. haha well, how are you?",happiness
@Nemitabbah HAHAHAHA...yeah you mess up that crossing and kneeling bit you will get called out...JOKING,happiness
@moodleman somehow I am going to have to figure out how to come to Sydney one day,happiness
"@MandyBookLover Same here, having a nice, quiet Sunday",happiness
"Had a great night, ashleigh makes a good dance teacher  And we kicked Bens butt at a pillow fight!",happiness
"ahh, juz got a new Rapidshare account that lasts till Oct 09. 10gb download limit daily",happiness
"Enjoying a great buffet brunch at Friends &amp; Bachus on St. Marks Road. The food, service &amp; ambience get a 4.0/5.0 Definitely coming back",happiness
yeah .... just bought tickets for Pearl Jam in August,happiness
"@urfavoritegrl i'm sure you're sleeping, but you'll have to tell me your favorite part tomorrow. i laughed pretty much the whole time.",happiness
Happy Mothers Day to all my fellow mums - have a great day - mine will be spent in my garden with all of my family,happiness
@andrew1913 theme tune? Your robin I'm BATMAN!,happiness
@pretentiousgit what a cute dog,happiness
try to play John Travolta's &quot;Grease Lightning&quot; bassline.. it's cool,happiness
@hollymcombsbr somehow i cant reply to your message LOL and yes i know  Thank youuu,happiness
our south style exhibition is on in less than a week  member fresh gallery otara!,happiness
Did it!!  back in pakistan! - http://bkite.com/07kBP,happiness
@chriscuzzy ...Now I'm going back to bed. LOL. Enjoy your time at the gym. I'll be sleeping.,happiness
@HelloLizzi oh hahah thats ok then,happiness
hmm icecream for breakfast  #springtime,happiness
"I say &quot;oh man..&quot; jovani asks, &quot;did you just call me an old man?&quot; haha",happiness
@jordanknight Please wish your wife Evelyn a Happy Mother's Day for me and tell her I hope that she has a wonderful day. Spoil her today.,happiness
"@rehabc give him a gift voucher for something like shoppers' stop or something. that's as good as cash. unless he's immigrating, that is!",happiness
We have tons of updates including pics of Rob from yesterday. Check them out  www.robsessedpattinson.com,happiness
morning darlin' @DaHilster Hope you're feelin' tip-top  ? http://blip.fm/~5z7zs,happiness
http://pic.gd/fad84c One Sunday night at Helsinki. We hadn't drink anything... xD yeah RIGHT!,happiness
@xo_nessa Hiyaaa hannah asked me if i wanted to come to Girls Aloud  i wil see if i can skank some money somwhere is it Ã¯Â¿Â½33 you need?,happiness
"@Vitriol_: &quot;@lordmitchnz  Good evening, kind sir *bows*&quot; ? http://blip.fm/~5z7zv",happiness
"@cybercabz i'll take a lookie, sound great",happiness
@aussieboby i like it    #masterchef,happiness
"@sevenspiral no worries, good news are good to spread",happiness
morning im up and ready weeee its a sunday,happiness
@therealjspace *bows* glad to be of service,happiness
happy mothers day to all moms out there!!,happiness
Just finished my 1st new song !!!  Soon on Youtube !  Keeping you updated !,happiness
Hahahahaha i rember when i riped that william picture out of one of claires mags. I beated zoe to it,happiness
@freshypanda haha drunk golf sounds *awesome*!! i predict a great score for today,happiness
"@headgeek666 watched the standard dvd 3d version, no blu in UK yet, 3d effect was best I have seen on home system yet, titties in 3d",happiness
"did ice skating last show part this morning. Mozart. awesome, can't wait to do it Friday and saturday. love U all",happiness
@Lindsayslifee they look nice atleast  haha. &lt;3,happiness
On twikini while enjoying the sun,happiness
@hottieann2145 nice to meet ya!,happiness
"@Tor87 it's an awesome book, can't wait for the film - enjoy and don't be scared  x",happiness
"Hopefully going back to work tomorrow!! tired of having a flu.. Beside, I love working with the children, so fun to play with!!",happiness
@pkollar very heart-warming indeed. I'll be looking forward to that day,happiness
"@kellieann1 haha hi mum! wow yes, very modern of you. now you just need to get a facebook account! p.s. talk to me by writing @mattcaplin",happiness
Always thinking about to look for a good place to appericiate everyone who supports me on every site I joined,happiness
Early lunch then getting all dressed up for Amy's confirmation,happiness
hi @blowmefool thanks for the follow  good luck with your friend? ha,happiness
"Done... with the #run : 14.5km / 1h33mn / 153bpm . Feeling great, no fatigue... and no speed",happiness
"Had a great weekend with One, hanging with Nick &amp; Brendon, church this morning! Can't believe Loretta won the Mothers Day raffle again!",happiness
"@BryonyCatrin hey hey, some else has twitter!",happiness
finished essay. dinner went well me and my brother acted like kids and had spoon fight  then fought over who woould sit in my sisters lap,happiness
Had an amazing night with my favorite lady friend,happiness
GETTING A PUPPYYY!!!!  What should I name him? I think Romeo is cute.,happiness
Having a (Y) weekend with Karen. Off to Swansea today,happiness
@Fooddesigner good luck in the pressure test! don't worry everything will be great  #masterchef,happiness
@Reemski Might be a while before I get around to it. Not sure if I will make it flat out in HTML or through WordPress. .. Fun fun fun,happiness
@sosolid2k turtles and shoes make an awesome couple  if only shoes could talk back to the turtle :p lol,happiness
"On way to the wimbledon with @sweezle to watch star trek, IMAX baby",happiness
i am fucked...damn you lucas at your czech republic beer that tastes like heaven in a bottle!! Your amazing,happiness
?ang cho con hamster m?p t?p th? d?c b?ng cÃ¯Â¿Â½ch: b? vÃ¯Â¿Â½o banh ch?y lÃ¯Â¿Â½ng vÃ¯Â¿Â½ng trong phÃ¯Â¿Â½ng,happiness
Off to finish the book &quot;nudge&quot; then going to write some,happiness
I FOUND A PROM DRESS,happiness
@solkana I want to see &quot;Too Fast to Transport in 60 seconds&quot;,happiness
"Hello all my new followers, there is suddenly a lot of you, so will take a little time to get round to you all",happiness
my head feels sooooooooooo much better,happiness
@ashleytisdale http://twitpic.com/3a5ho - hahaha ily ashley u'r like the best in the world,happiness
@who_the_heck Haha LOL @ the english work they doo in college,happiness
@samanthadepanta Doing really well! I will stay here as long as is needed!  So you can definitely come and visit me!! Look forward too ...,happiness
"@sarahteaa good girl, sarah. now we've got ourselves a club",happiness
"Happy Mothers Day to all that are, all that are trying, and all that haven't nailed their teenagers to a tree",happiness
@aphrodaisy Thanks!   I'm making homemade lasagna for my mum today.,happiness
i'm so tired,boredom
Waiting in line @ tryst,boredom
why did i agree to work a double shift,boredom
"is really, really bored... I guess I will go to bed",boredom
So deep its priecing my soul,boredom
"THIS TWITTER SHIT BORES ME, NOW I C Y I HAVEN'T BEEN ON HERE IN A MONTH",boredom
Not actually managed to purchase anything from the ovi store yet. Constant server error on check out,boredom
Tweeting from the tarmac at Cork Airport. Delayed,boredom
Feeling nauseous and can't sleep.,boredom
Friday tubes at work are slow..,boredom
omg i realy can't sleep ughh,boredom
Gogol Bordello &lt; par.    Prolly not even in the top 10 of GB shows I've seen.   Perhaps some old fashioned Civilization II will help?,boredom
@Natalija been there  sucks like hell.,boredom
is really ultra bored,boredom
"Last Chemistry lesson for this school year!  On a brighter note, my birthday will be sandwiched between two days in chemistry lab!",boredom
My brother just woke me up to help him with his homework. I'm not happy,boredom
just woke up day off and need to go in to work that sucks. Also have to go dentist for filling at 12 then st helens for mri scan at 2,boredom
"Finishing the video. Fuck me, it's so long",boredom
"don't know what to do today.  amazing weather and i'm sitting here, great.",boredom
@solobasssteve I'm with you there - filing is so much less fun than sorting cos you still have to look at it &amp; hunt down details,boredom
fo shizzle. . . i'm bored and wanna go do something.  wish i went to pisay today. oh wellz. wonder who were there.,boredom
Again documentation day,boredom
why im not sleeping  !!,boredom
i think that studying has really started taking its toll..,boredom
im bored.. RC is goin maintenance,boredom
I need something t do like hello... Im fucking bored now.  um... yeh...,boredom
"is boiling in the office, air con any1 ?",boredom
Cleaning the old apartment today. Yay...,boredom
@memow what did you think of the finale?  I thought it was kind of a cheap way out,boredom
in math class waiting for lunchhhhhhhh. seniors are done in fifteen minutes,boredom
trying to finish my ass-ignment.please god help me to finish it,boredom
@MeanMillies boo,boredom
nomatter how much i sleep am still tired,boredom
bored...disgusting weather..bored..sooo bored for my last weekend here,boredom
"i dislike math, but math HATES me",boredom
Ok super bored... guess no one else it,boredom
I am sooooooo bored in textiles !,boredom
Moving in the rain is not fun. Last day in the Hamptons,boredom
this weekends abouttttto SUCK,boredom
at work getting a quick bite to eat before having to kill my wrist self addressing 500 envolopes,boredom
Youtube isn't working...and I wanted to watch Britains Got Talent.  I'm debating about having a pity party.,boredom
@h269 revising as uni exams are looming,boredom
Its seriously quiet and lonely here without Bunny,boredom
@KatherineLunt Really bored tonight though  Your book I think (Y) xxxxx,boredom
"Just got home from the bank, the teller was definitely hitting on me. Not interested.",boredom
The gigantic initial inertial to get oneself to work after a deadline,boredom
Spent too much today!!! Tube journeys always take soo long. Braces on thursdayyy,boredom
I want to go to my home!!! D: I don't like stay in the work all alone,boredom
Can't believe how gorgeous the weather has been today &amp; I've had to spend it at work!,boredom
BORED.  would love someone to talk to.,boredom
is bored. my BFF doesn't want to hang out,boredom
i'm so tired  of being sick ALL the time!!!!,boredom
Have I mentioned this bus was sloooow? on it for about one hour now,boredom
Not really feeling like my man cherishes me  wtf ! http://myloc.me/1ZLt,boredom
ok its been one hour im still waiting im losing my patience,boredom
"@shaveblog Problem is, Flash isnt GPU accelerated.  The Atom 330 can't play Youtube HD or Hulu HD fullscreen   Big deal with Plex...",boredom
I totally want some white chocolate macadamia cookies from Mrs. Fields but the mall is soooo far away. Bleh  i think I'll make my own,boredom
@BlueEyedGirl18 One hour and fifteen minutes.  A dreadful wait.,boredom
Just woke up and feels so damn lazy  time to work out damnit!,boredom
@BOPandTigerBeat i love those boys. i missed the chat yesterday  it was the firts &amp; only one i'll miss though! &lt;333 Nick Jonas &lt;3333,boredom
"@Julius_Beez - I'm 20% hetero-challenged, but still didn't care for &quot;Milk&quot;... I thought it was boring.",boredom
"Wow, kinda bothered that Jon is doing deposits now.  Apparently he keeps getting fucked out of times, but deposits are SO hard for me",boredom
grumble..weather man.. don't know wtf they are talkin about.,boredom
bored. tired got headache,boredom
On a 10min brake. At wrrkk ... its 11:06 and its over at. 11:16,boredom
jus sittin in da libray and this stupid computer wont let me order any mac foundation,boredom
bored out of my mind,boredom
@vmlemon i dont like #kde since ver. 4.0 its like vista  #fail,boredom
@starstruckfeie  i have no one to watch it with! ma peeps  are actually focused on their finals already!,boredom
I feel like I have to throw up.,boredom
fml. forgot alli's dance recital is tonight. now i'm stuck talking to munchkins all night instead of being at devon's bonfire. :/,boredom
@spidermonkeyloo Were you going to come? The venue said that they couldn't afford to open so cancelled it. I wish we were there now!,boredom
"@lmacken I'm stuck in a try-to-merge-two-tools CSS hell, so no help from frameworks  Unless both tools had already used the same framework",boredom
@lilaznangel16 im looking forward to just getting past this chapter!so annoyin when i have so much that i wanna do and i cant get to it,boredom
Eastenders is always so grim,boredom
"At every gas station, I look for postcards for @Zomuu22  No luck.",boredom
sitting next to bed. cannot lay down because iPhone charging cable is too short.,boredom
it's realy boo0o0o0o00oring ..my book is on the side &amp; i'm not studyin for sure...,boredom
"@knayam need some more enthu movie guys for that. Right now it's just you, @karmkhanna and @_Anshul",boredom
i don't know what to do... time is going by so fast.,boredom
sitting at the chevy dealership in utah waiting for the van to be fixed,boredom
Im bored   -musiic[BOX],boredom
@SapphireElia If its sunny go to the beach! Im stuck at home doing essays when its 20 degrees,boredom
I have to give up my beloved Red Sox tickets!! Argh! Meeting was just scheduled in CA...,boredom
at home and sick    http://yfrog.com/17zw1j,boredom
"Ditto that, my friend...BORED! Oops, now I have an exciting problem",boredom
"@random_nexus he has to have a new suitcase, but he is just so bloody indecicive, everytime he wants to buy something it takes HOURS",boredom
@gillianre i can barely walk- they're twice the usual size  @ least its now&amp; not in NY ;) ive requested my song;) u retquestin owt 2nite?X,boredom
Steve Aoki  sorry. May b nxt time.,boredom
Sitting in the tax collectors office.    Getting ready to write a check.,boredom
Bad week for connectivity...Arlington Panera wifi sucks. Maybe head to Legal Seafoods at airport. Dang...missing Metaverse U stream.,boredom
"Very bored. All day, no one 2 talk 2. Missing my BF (and his kisses). Hols almost over,  don't wanna go back 2 skool.",boredom
is stuck in traffic,boredom
Man i am being boring today not tweeting  How are you guys?,boredom
"bored , cleanin the house",boredom
"ya know why today sucks? its been raining, we have no $, &amp; no possibility of a magic friday.  so whats goin down tonight?",boredom
"oh no, i need new work shoes...i broke this one!",boredom
@ericmaglio1 i have no phone  whatchu doing tonight sucka. no dane cook she sold the tickets. lamee.,boredom
is tired. 04:30 alarm setting will do that  Off to bed as soon as my bloody iPhone Backup and Sync finishes.,boredom
"even though it's only 7am on Saturday morning, it feels like the weekend is already over. btw I'm awake because I had a bad dream..",boredom
Ugh... Waiting.... Interminable...,boredom
